Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Total Rooms
Yarraville,47 Bayview Rd,5,h,1815000,S,Village,8/10/2016,7,3013,5,2,2,644,172,1890,Maribyrnong City Council,-37.8102,144.8857,Western Metropolitan,6543,7
Yarraville,10 Tuppen St,5,h,1287000,S,hockingstuart,27/11/2016,7,3013,5,2,2,488,213,1930,Maribyrnong City Council,-37.8131,144.8778,Western Metropolitan,6543,7
Essendon West,25 Garnet St,5,h,1300000,S,Nelson,16/07/2016,9.8,3040,5,2,2,616,184,1950,Moonee Valley City Council,-37.7497,144.8867,Western Metropolitan,588,7
Essendon West,6 Sapphire St,7,h,1300000,PI,Nelson,19/11/2016,9.8,3040,5,2,2,614,316,1970,Moonee Valley City Council,-37.75,144.8858,Western Metropolitan,588,7
Hawthorn East,748 Burwood Rd,5,h,1700000,S,Marshall,6/08/2016,7.5,3123,5,3,2,431,203,1920,Boroondara City Council,-37.825,145.0536,Southern Metropolitan,6482,8
Hawthorn East,63 Victoria Rd,5,h,2250000,PI,RT,14/05/2016,7.5,3123,5,2,2,452,319,1902,Boroondara City Council,-37.8223,145.0494,Southern Metropolitan,6482,7
Hawthorn East,3 Jaques St,5,h,2500000,VB,RT,22/08/2016,7.5,3123,5,3,3,757,240,1925,Boroondara City Council,-37.8176,145.0548,Southern Metropolitan,6482,8
Heidelberg,6 Bolden St,5,h,1401000,S,Nelson,19/11/2016,10.6,3084,5,2,2,580,222,1940,Banyule City Council,-37.7539,145.0577,Eastern Metropolitan,2890,7
Heidelberg,36 Buckingham Dr,3,h,1030000,S,Miles,30/07/2016,10.6,3084,5,3,2,649,357,2017,Banyule City Council,-37.7501,145.0822,Eastern Metropolitan,2890,8
Ivanhoe East,271 The Boulevard,5,h,3850000,SP,Miles,3/12/2016,9,3079,5,4,2,2064,405,1951,Banyule City Council,-37.7769,145.0605,Eastern Metropolitan,1554,9
Murrumbeena,22 Brett St,5,h,1300000,PI,Buxton,22/08/2016,12.1,3163,5,2,2,683,223,1960,Glen Eira City Council,-37.9055,145.0691,Southern Metropolitan,4442,7
Glen Huntly,27 Augusta St,5,h,2575000,S,Gary,22/08/2016,10.4,3163,5,3,2,688,347,1910,Glen Eira City Council,-37.8921,145.0381,Southern Metropolitan,2403,8
Oakleigh,5 Grant St,5,h,1600000,PI,Ray,28/05/2016,14,3166,5,3,2,695,305,2015,Monash City Council,-37.8973,145.0979,Southern Metropolitan,3224,8
South Kingsville,42 Watt St,4,h,930000,S,Sweeney,4/06/2016,9.1,3015,5,1,3,669,143,1950,Hobsons Bay City Council,-37.8305,144.8736,Western Metropolitan,984,6
Caulfield East,75 Grange Rd,5,h,1335000,S,Gary,16/07/2016,9.3,3145,5,2,1,521,208,1915,Glen Eira City Council,-37.8868,145.0462,Southern Metropolitan,608,7
Seaholme,13 Sussex St,5,h,1415000,S,Greg,17/09/2016,12.7,3018,5,3,6,705,313,2005,Hobsons Bay City Council,-37.864,144.8437,Western Metropolitan,852,8
Ascot Vale,8 Anderson St,5,h,2100000,S,Nelson,6/05/2017,5.9,3032,5,3,3,468,274,1925,Moonee Valley City Council,-37.7822,144.9065,Western Metropolitan,6567,8
Brighton East,7 Billson St,5,h,2140000,S,Marshall,13/05/2017,10.7,3187,5,2,2,780,206,1950,Bayside City Council,-37.9173,145.0142,Southern Metropolitan,6938,7
Brighton East,55 Milroy St,5,h,1900000,PI,Hodges,29/04/2017,10.7,3187,5,3,2,583,271,2009,Bayside City Council,-37.9057,145.0101,Southern Metropolitan,6938,8
Bulleen,4 Robinson Gr,5,h,1730000,S,RT,13/05/2017,11.8,3105,5,4,4,564,185,1955,Manningham City Council,-37.7735,145.0936,Eastern Metropolitan,4480,9
Burwood,19 Pearce St,5,h,1225000,S,Buxton,29/04/2017,11.7,3125,5,1,2,633,182,1960,Monash City Council,-37.8557,145.1285,Southern Metropolitan,5678,6
Canterbury,49 Mangarra Rd,5,h,8000000,VB,Sotheby's,13/05/2017,9,3126,5,5,4,2079,464.3,1880,Boroondara City Council,-37.8179,145.0694,Southern Metropolitan,3265,10
Coburg,24 Florence St,5,h,1790000,S,Jellis,29/04/2017,7.8,3058,5,3,2,635,108,1920,Darebin City Council,-37.7516,144.9593,Northern Metropolitan,11204,8
Essendon,59 McCracken St,5,h,2020000,S,Brad,8/04/2017,8,3040,5,3,3,900,40,,Moonee Valley City Council,-37.7485,144.9036,Western Metropolitan,9264,8
Essendon,3 Crisp St,5,h,1652000,S,Brad,20/05/2017,8,3040,5,2,1,697,196,1920,Moonee Valley City Council,-37.7459,144.9159,Western Metropolitan,9264,7
Flemington,20 Bryant St,5,h,1550000,PI,Nelson,13/05/2017,4.4,3031,5,1,1,432,200,1915,Melbourne City Council,-37.7859,144.9323,Northern Metropolitan,3593,6
Glenroy,1/217 West St,5,t,645000,S,Barry,20/05/2017,13,3046,5,1,1,227,152,2013,Moreland City Council,-37.6979,144.941,Northern Metropolitan,8870,6
Ivanhoe East,325 The Boulevard,5,h,2325000,PI,Jellis,13/05/2017,9,3079,5,3,2,737,325,2008,Banyule City Council,-37.7794,145.0647,Eastern Metropolitan,1554,8
Kew,23 Uvadale Gr,5,h,3800000,VB,Jellis,6/05/2017,5.6,3101,5,5,3,609,424,1970,Boroondara City Council,-37.8064,145.0451,Southern Metropolitan,10331,10
Kew,8 Mawson St,5,h,4515000,S,Marshall,13/05/2017,5.6,3101,5,4,2,800,490,2012,Boroondara City Council,-37.8147,145.0571,Southern Metropolitan,10331,9
Maribyrnong,6 High Ct,5,h,1620000,S,Biggin,29/04/2017,8.7,3032,5,3,2,601,274,2001,Maribyrnong City Council,-37.7637,144.8843,Western Metropolitan,4918,8
Moonee Ponds,119 Park St,5,h,2300000,PI,Nelson,13/05/2017,6.9,3039,5,2,2,597,322,1930,Moonee Valley City Council,-37.7611,144.9095,Western Metropolitan,6232,7
Newport,7 Clyde St,5,h,1820000,SP,Sweeney,13/05/2017,8.4,3015,5,2,7,760,229,1935,Hobsons Bay City Council,-37.8437,144.865,Western Metropolitan,5498,7
Northcote,157 Bastings St,5,h,1750000,PI,Nelson,13/05/2017,5.5,3070,5,2,0,406,225,1900,Darebin City Council,-37.7751,145.0099,Northern Metropolitan,11364,7
Oakleigh,24 Gadd St,5,h,1351000,S,Ray,13/05/2017,14,3166,5,3,2,707,175,1955,Monash City Council,-37.9098,145.097,Southern Metropolitan,3224,8
Ormond,39 Draper St,5,h,2250000,S,Buxton,8/04/2017,11.8,3204,5,2,2,699,228,1925,Glen Eira City Council,-37.908,145.0502,Southern Metropolitan,3578,7
Pascoe Vale,16 Hayes Pde,5,h,958000,S,Nelson,29/04/2017,9.9,3044,5,2,2,706,166,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485,7
Reservoir,33 McMahon Rd,5,h,845000,S,RW,8/04/2017,11.2,3073,5,2,2,676,100,1960,Darebin City Council,-37.7114,145.021,Northern Metropolitan,21650,7
Strathmore,186 Mascoma St,5,h,910000,SP,Brad,8/04/2017,9.7,3041,5,2,2,533,204,1965,Moonee Valley City Council,-37.7189,144.9044,Western Metropolitan,3284,7
Watsonia,5 Regis Ct,5,h,826000,S,Barry,6/05/2017,14.9,3087,5,1,2,545,132,1970,Banyule City Council,-37.705,145.0825,Northern Metropolitan,2329,6
Williamstown,10 Crofton Dr,5,h,2040000,S,Greg,13/05/2017,8,3016,5,3,2,531,288,1997,Hobsons Bay City Council,-37.8629,144.8781,Western Metropolitan,6380,8
Altona,196 Blyth St,5,h,1480000,SP,Greg,13/05/2017,13.8,3018,5,3,4,725,201,1980,Hobsons Bay City Council,-37.8712,144.8107,Western Metropolitan,5301,8
Yallambie,14 Borlase St,5,h,1060000,S,Buckingham,29/04/2017,15,3085,5,2,2,627,232,1960,Banyule City Council,-37.7327,145.0804,Northern Metropolitan,1369,7
Bentleigh East,1 Gladesville Dr,5,h,1220000,S,Buxton,1/07/2017,13.8,3165,5,2,2,611,188,1950,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969,7
Essendon West,36 Emerald St,5,h,2200000,VB,Nelson,1/07/2017,7.5,3040,5,3,2,607,291,2016,Moonee Valley City Council,-37.75148,144.88519,Western Metropolitan,588,8
Hillside,3 Sage Cl,5,h,650500,SP,YPA,1/07/2017,18,3037,5,2,2,615,213,2007,Brimbank City Council,-37.68455,144.73272,Western Metropolitan,5556,7
Pascoe Vale,5 Fleming Gr,5,h,1501000,S,Jellis,1/07/2017,8.5,3044,5,3,3,681,263,1960,Moreland City Council,-37.72565,144.94954,Northern Metropolitan,7485,8
Point Cook,23 Bevan Ct,5,h,660000,S,Reliance,1/07/2017,14.7,3030,5,2,2,571,227.6,2011,Wyndham City Council,-37.89467,144.72018,Western Metropolitan,15542,7
Rowville,11 Jindalee Cl,5,h,870000,S,Harcourts,1/07/2017,23.5,3178,5,2,2,733,217,1986,Knox City Council,-37.91894,145.24305,South-Eastern Metropolitan,11667,7
Templestowe Lower,30 John St,5,h,1705000,PI,hockingstuart,1/07/2017,12.4,3107,5,4,2,968,353,1970,Manningham City Council,-37.77083,145.11516,Eastern Metropolitan,5420,9
Balwyn North,20 Hedderwick St,5,h,3100000,PI,hockingstuart,3/06/2017,9.7,3104,5,3,2,616,355,,Boroondara City Council,-37.80004,145.09869,Southern Metropolitan,7809,8
Bayswater,32 Kumala Rd,5,h,930000,S,Noel,3/06/2017,23.2,3153,5,2,2,992,198,1970,Knox City Council,-37.84613,145.25606,Eastern Metropolitan,5030,7
Brighton East,3 Bown Ct,5,h,2000000,PI,Hodges,3/06/2017,10.3,3187,5,3,2,645,249,1990,Bayside City Council,-37.91818,145.01513,Southern Metropolitan,6938,8
Doncaster,34 Henry St,5,h,1600000,PI,Barry,3/06/2017,12.4,3108,5,2,2,757,335,1980,Manningham City Council,-37.77536,145.13163,Eastern Metropolitan,9028,7
Essendon,35 Washington St,5,h,2210000,S,Brad,3/06/2017,7.5,3040,5,3,2,590,223,1880,Moonee Valley City Council,-37.75511,144.90935,Western Metropolitan,9264,8
Greenvale,7 Murray Ct,5,h,1170000,S,Barry,3/06/2017,20.4,3059,5,3,5,1750,310,1990,Hume City Council,-37.65439,144.89113,Northern Metropolitan,4864,8
Greenvale,23 Wallace Dr,5,h,830000,SP,RW,3/06/2017,20.4,3059,5,4,5,602,264,2001,Hume City Council,-37.65039,144.89948,Northern Metropolitan,4864,9
Hawthorn,17 Fairview St,5,h,5510000,S,RT,3/06/2017,5.3,3122,5,2,5,820,300,1971,Boroondara City Council,-37.83031,145.02973,Southern Metropolitan,11308,7
Melton West,2 Fairbank Pl,5,h,355000,S,Raine,3/06/2017,31.7,3337,5,2,2,666,156,1976,Melton City Council,-37.67523,144.55833,Northern Victoria,6065,7
Mooroolbark,188 Cardigan Rd,5,h,872000,SP,Max,3/06/2017,26.5,3138,5,2,2,1254,186.75,1980,Yarra Ranges Shire Council,-37.79026,145.33738,Eastern Victoria,8280,7
Preston,1 Bellarine St,5,h,1400000,PI,hockingstuart,3/06/2017,8.4,3072,5,2,2,558,217,1925,Darebin City Council,-37.73472,144.99658,Northern Metropolitan,14577,7
South Morang,141 Hawkstowe Pde,5,h,905000,S,Ray,3/06/2017,20.5,3752,5,5,3,700,270,2010,Whittlesea City Council,-37.6236,145.10629,Northern Metropolitan,7969,10
Yallambie,8 MacAlister Bvd,5,h,1670000,S,Barry,3/06/2017,12.7,3085,5,3,2,617,315,2012,Banyule City Council,-37.71992,145.0988,Northern Metropolitan,1369,8
Camberwell,1065 Toorak Rd,5,h,2361000,SP,Fletchers,17/06/2017,7.7,3124,5,3,2,844,203,1920,Boroondara City Council,-37.84753,145.07198,Southern Metropolitan,8920,8
Fawkner,28 Princess St,5,h,1018000,S,Jellis,17/06/2017,13.1,3060,5,2,2,737,194,1990,Hume City Council,-37.71729,144.96403,Northern Metropolitan,5070,7
Ferntree Gully,50 Carlisle Rd,5,h,1100000,S,Schroeder,17/06/2017,24.8,3156,5,3,2,836,789,2001,Knox City Council,-37.8801,145.26011,Eastern Metropolitan,10788,8
Gladstone Park,305 Carrick Dr,5,h,691000,S,Barry,17/06/2017,12.9,3043,5,2,3,551,221,1975,Hume City Council,-37.68329,144.89302,Western Metropolitan,3285,7
Hawthorn East,11 Condor St,5,h,2855000,PI,Noel,17/06/2017,6.2,3123,5,3,2,572,274,2000,Boroondara City Council,-37.81936,145.05131,Southern Metropolitan,6482,8
Kew,871 Glenferrie Rd,5,h,3175000,PI,Marshall,17/06/2017,5.4,3101,5,4,2,769,285,1940,Boroondara City Council,-37.81143,145.03723,Southern Metropolitan,10331,9
Kingsbury,26 Stymie St,5,h,1250000,S,Ray,17/06/2017,12.1,3083,5,3,2,544,40,,Darebin City Council,-37.71499,145.02967,Northern Metropolitan,1414,8
Nunawading,66 Springvale Rd,5,h,1060000,SP,hockingstuart,17/06/2017,15.4,3131,5,3,2,766,274,1970,Manningham City Council,-37.81113,145.17681,Eastern Metropolitan,4973,8
Taylors Lakes,2 Clifton Ct,5,h,780000,S,Barry,17/06/2017,15.5,3038,5,2,2,663,230,1996,Brimbank City Council,-37.69496,144.79511,Western Metropolitan,5336,7
Balwyn,3 Narrak Rd,5,h,2180000,PI,Jellis,24/06/2017,7.9,3103,5,3,2,646,35,,Boroondara City Council,-37.81369,145.09486,Southern Metropolitan,5682,8
Balwyn North,37 Cascade St,5,h,3200000,VB,Jellis,24/06/2017,9.7,3104,5,3,2,836,168,1970,Boroondara City Council,-37.78839,145.07076,Southern Metropolitan,7809,8
Caroline Springs,9 Hounslow Grn,5,h,1150000,SP,RW,24/06/2017,14.8,3023,5,5,4,688,490,2006,Melton City Council,-37.74281,144.72513,Western Metropolitan,7719,10
Craigieburn,17 Chinnock Ct,5,h,680000,PI,YPA,24/06/2017,20.6,3064,5,3,2,646,199.73,,Hume City Council,-37.59902,144.92517,Northern Metropolitan,15510,8
Dingley Village,22 Shannon Ct,5,h,955000,S,Ray,24/06/2017,22.2,3172,5,3,2,619,153,1975,Kingston City Council,-37.97545,145.12054,South-Eastern Metropolitan,3940,8
North Warrandyte,46 Osborne Rd,5,h,1550000,VB,Jellis,24/06/2017,21.1,3113,5,3,4,4221,321,1980,Nillumbik Shire Council,-37.73371,145.24045,Eastern Metropolitan,1058,8
Oakleigh,5 Eastgate St,5,h,1750000,S,HAR,24/06/2017,12.3,3166,5,2,2,546,313,1935,Monash City Council,-37.90465,145.08894,Southern Metropolitan,3224,7
Preston,173 Raglan St,5,h,1350000,S,RW,24/06/2017,8.4,3072,5,3,4,525,266.76,2014,Darebin City Council,-37.75017,145.01204,Northern Metropolitan,14577,8
Reservoir,69 Chauvel St,5,h,912000,S,Ray,24/06/2017,12,3073,5,3,4,890,203,1960,Darebin City Council,-37.70295,145.00277,Northern Metropolitan,21650,8
Surrey Hills,52 Park Rd,5,h,2000000,VB,Noel,24/06/2017,10.2,3127,5,3,2,735,286,1945,Boroondara City Council,-37.83583,145.10664,Southern Metropolitan,5457,8
Aberfeldie,5 Rita St,5,h,2905000,S,Rendina,27/05/2017,7.5,3040,5,3,2,557,364,2010,Moonee Valley City Council,-37.76181,144.89327,Western Metropolitan,1543,8
Balwyn North,17 Cityview Rd,5,h,1940000,S,hockingstuart,27/05/2017,9.7,3104,5,2,1,629,140,1940,Boroondara City Council,-37.79238,145.07841,Southern Metropolitan,7809,7
Brunswick,11 Heller St,5,h,2545000,S,Jellis,27/05/2017,5.2,3056,5,3,4,957,320,1995,Moreland City Council,-37.77501,144.95117,Northern Metropolitan,11918,8
Brunswick West,209 Union St,5,h,1075000,S,Brad,27/05/2017,5.2,3055,5,1,1,441,202,1940,Moreland City Council,-37.77242,144.94458,Northern Metropolitan,7082,6
Kings Park,13 Camelia St,5,h,520000,SP,Ray,27/05/2017,14,3021,5,2,3,545,171,1972,Brimbank City Council,-37.7323,144.77861,Western Metropolitan,2878,7
Mentone,1 Rogers St,5,h,1485000,S,Greg,27/05/2017,20,3194,5,2,2,720,174,1975,Kingston City Council,-37.98439,145.06812,South-Eastern Metropolitan,6162,7
Preston,477 Murray Rd,5,h,1060000,SP,Nelson,27/05/2017,8.4,3072,5,2,2,559,192,1940,Darebin City Council,-37.73645,144.98715,Northern Metropolitan,14577,7
St Helena,11 Erinne Ct,5,h,1387000,S,Morrison,27/05/2017,16.1,3088,5,3,3,1348,370,2005,Banyule City Council,-37.68508,145.1395,Eastern Metropolitan,915,8
Surrey Hills,25 James St,5,h,2505000,S,Jellis,27/05/2017,10.2,3127,5,2,0,739,266.53,1927,Boroondara City Council,-37.81708,145.09566,Southern Metropolitan,5457,7
Edithvale,96 Berry Av,5,h,1260000,SP,O'Brien,8/07/2017,27,3196,5,6,3,900,178,1960,Kingston City Council,-38.04105,145.1216,South-Eastern Metropolitan,2546,11
Greenvale,4 Lysterfield Dr,5,h,800000,SP,LJ,8/07/2017,20.4,3059,5,3,2,544,332,2008,Hume City Council,-37.61079,144.90823,Northern Metropolitan,4864,8
Hughesdale,40 Canterbury St,5,h,1475000,S,Woodards,8/07/2017,12.3,3166,5,2,3,548,157,1920,Monash City Council,-37.90403,145.08118,Southern Metropolitan,3145,7
Ivanhoe,49 Carn Av,5,h,2100000,PI,Upper,8/07/2017,7.8,3079,5,3,2,740,222,1960,Banyule City Council,-37.76086,145.05177,Eastern Metropolitan,5549,8
Keilor East,71 Nyah St,5,h,1005000,SA,Nelson,8/07/2017,11.7,3033,5,3,2,596,176,1970,Brimbank City Council,-37.7305,144.86863,Western Metropolitan,5629,8
Mill Park,15 Mockridge Dr,5,h,704500,S,Ray,8/07/2017,17.9,3082,5,3,2,656,130,1970,Whittlesea City Council,-37.6641,145.05123,Northern Metropolitan,10529,8
Mill Park,53 Romano Av,5,h,598000,S,Ray,8/07/2017,17.9,3082,5,3,1,531,122,1990,Whittlesea City Council,-37.65116,145.05439,Northern Metropolitan,10529,8
Brighton,23 Arthur Av,5,h,3000000,VB,Buxton,12/08/2017,10.5,3186,5,3,2,818,826.8367,,Bayside City Council,-37.92335,144.99982,Southern Metropolitan,10579,8
Donvale,30 Leslie St,5,h,1328000,S,Jellis,12/08/2017,16.1,3111,5,3,3,785,252,1980,Manningham City Council,-37.78148,145.17818,Eastern Metropolitan,4790,8
Essendon,25 Hesleden St,5,h,2050000,PI,Bullen,12/08/2017,7.5,3040,5,3,3,663,419,1930,Moonee Valley City Council,-37.74351,144.92174,Western Metropolitan,9264,8
Glen Iris,26 Audrey Cr,5,h,3400000,S,Marshall,12/08/2017,7.3,3146,5,3,2,720,392,1950,Boroondara City Council,-37.85875,145.07978,Southern Metropolitan,10412,8
Hurstbridge,40 Anzac Av,5,h,790000,S,Mason,12/08/2017,26.1,3099,5,2,2,1034,225,1985,Nillumbik Shire Council,-37.63826,145.1991,Northern Victoria,1345,7
Mount Waverley,44 William St,5,h,2558000,S,McGrath,12/08/2017,14.2,3149,5,5,2,667,431,2015,Monash City Council,-37.88007,145.12328,Eastern Metropolitan,13366,10
Rosanna,7 Pilgrim Ct,5,h,1170000,S,Miles,12/08/2017,8.9,3084,5,3,3,694,210,1975,Banyule City Council,-37.73968,145.07973,Eastern Metropolitan,3540,8
Surrey Hills,37 Newton St,5,h,2400000,VB,Fletchers,12/08/2017,10.2,3127,5,3,2,593,309,2016,Boroondara City Council,-37.83199,145.10877,Southern Metropolitan,5457,8
Templestowe,270 Serpells Rd,5,h,1750000,PI,Ray,12/08/2017,15.5,3106,5,3,2,787,334,1990,Manningham City Council,-37.76873,145.15894,Eastern Metropolitan,6202,8
Templestowe Lower,53 Fyfe Dr,5,h,1410000,PI,Barry,12/08/2017,12.4,3107,5,2,2,648,250,1975,Manningham City Council,-37.77033,145.1214,Eastern Metropolitan,5420,7
Wheelers Hill,19 Kooringa Cr,5,h,1100000,S,Barry,12/08/2017,16.7,3150,5,2,2,672,237,1970,Monash City Council,-37.91299,145.1767,South-Eastern Metropolitan,7392,7
Glen Waverley,707 Waverley Rd,5,h,1116500,S,Harcourts,15/07/2017,16.7,3150,5,2,2,701,182.85,1960,Monash City Council,-37.88902,145.16678,Eastern Metropolitan,15321,7
Mount Waverley,46 Sesame St,5,h,2248000,S,Jellis,15/07/2017,14.2,3149,5,5,2,729,398,2016,Monash City Council,-37.86582,145.14824,Eastern Metropolitan,13366,10
Mulgrave,27 Glencairn St,5,h,960000,S,Ray,15/07/2017,18.8,3170,5,2,1,731,130,1965,Monash City Council,-37.9298,145.16524,South-Eastern Metropolitan,7113,7
Wheelers Hill,994 Waverley Rd,5,h,1090000,S,Ray,15/07/2017,16.7,3150,5,2,2,698,246,1978,Monash City Council,-37.8921,145.19118,South-Eastern Metropolitan,7392,7
Avondale Heights,55 Ridge Dr,5,h,800000,VB,Barry,22/07/2017,9.5,3034,5,2,3,577,166,1985,Moonee Valley City Council,-37.75261,144.85631,Western Metropolitan,4502,7
Balwyn North,7 Adeney St,5,h,2400000,VB,hockingstuart,22/07/2017,9.7,3104,5,4,2,742,262,1980,Boroondara City Council,-37.80218,145.10063,Southern Metropolitan,7809,9
Bentleigh,12 Wood St,5,h,1500000,PI,hockingstuart,22/07/2017,11.4,3204,5,2,2,591,188,1950,Glen Eira City Council,-37.92211,145.0466,Southern Metropolitan,6795,7
Bundoora,43 Cheadle Cr,5,h,999000,S,Ray,22/07/2017,12.1,3083,5,2,2,627,268,1991,Banyule City Council,-37.69264,145.0799,Northern Metropolitan,10175,7
Dandenong North,7 Buchan St,5,h,895000,S,Barry,22/07/2017,24.7,3175,5,2,4,779,186,1970,Greater Dandenong City Council,-37.94465,145.21236,South-Eastern Metropolitan,8322,7
Doncaster,5 Alma Ct,5,h,1530000,S,Barry,22/07/2017,12.4,3108,5,3,2,851,215,1975,Manningham City Council,-37.78109,145.13745,Eastern Metropolitan,9028,8
Glen Waverley,32 Maylands Cr,5,h,1182000,S,Ray,22/07/2017,16.7,3150,5,2,3,650,152,1975,Monash City Council,-37.90383,145.17166,Eastern Metropolitan,15321,7
Reservoir,11 Knox St,5,h,1282500,SA,Nelson,22/07/2017,12,3073,5,2,2,499,251,2015,Darebin City Council,-37.72556,144.99021,Northern Metropolitan,21650,7
Taylors Hill,6 Hobart Wy,5,h,725500,S,Barry,22/07/2017,18,3037,5,3,2,450,260,2011,Melton City Council,-37.71152,144.75283,Western Metropolitan,4242,8
Balwyn,27 Burroughs Rd,5,h,3812000,S,VICProp,29/07/2017,7.9,3103,5,4,2,729,1,2012,Boroondara City Council,-37.806,145.09511,Southern Metropolitan,5682,9
Chadstone,1/6 Crana Ct,5,t,1050000,S,Buxton,29/07/2017,11.7,3148,5,2,2,276,159,2011,Monash City Council,-37.87883,145.09741,Southern Metropolitan,3582,7
Chelsea Heights,11 Rebecca Cl,5,h,835500,S,Ray,29/07/2017,27,3196,5,5,4,570,243,1990,Kingston City Council,-38.03335,145.13212,South-Eastern Metropolitan,2076,10
Keilor Park,26 Snow St,5,h,765000,SP,McDonald,29/07/2017,10.4,3042,5,3,4,650,178,1970,Brimbank City Council,-37.72285,144.86073,Western Metropolitan,1119,8
Wantirna South,11 Kirrum Cl,5,h,1310000,S,Harcourts,29/07/2017,14.7,3152,5,3,2,818,255,1985,Knox City Council,-37.87846,145.24212,Eastern Metropolitan,7082,8
Balwyn North,14 Wanbrow Av,5,h,1950000,S,RT,3/09/2017,9.7,3104,5,3,2,743,0,1949,Boroondara City Council,-37.80235,145.09311,Southern Metropolitan,7809,8
Kealba,2 Stewart Cl,5,h,750000,SP,Brad,3/09/2017,14,3021,5,2,4,647,207,1983,Brimbank City Council,-37.73726,144.82998,Western Metropolitan,1202,7
Ormond,26 Thompson St,5,h,2110000,PI,Marshall,3/09/2017,11.4,3204,5,3,4,664,245,1980,Glen Eira City Council,-37.90422,145.02827,Southern Metropolitan,3578,8
Balwyn,7 Relowe Cr,5,h,2750000,VB,hockingstuart,9/09/2017,7.9,3103,5,5,2,1235,397,2016,Boroondara City Council,-37.80563,145.10304,Southern Metropolitan,5682,10
Greensborough,39 Scotland Av,5,h,1000000,VB,Nelson,9/09/2017,16.1,3088,5,2,2,900,192,1955,Banyule City Council,-37.7008,145.09974,Northern Metropolitan,8524,7
Heathmont,25 Westmore Dr,5,h,932000,S,RW,9/09/2017,21.3,3135,5,2,2,543,200,1980,Maroondah City Council,-37.83145,145.22826,Eastern Metropolitan,3794,7
Middle Park,136 Page St,5,h,6400000,S,Marshall,9/09/2017,3,3206,5,2,1,553,308,1920,Port Phillip City Council,-37.84908,144.95753,Southern Metropolitan,2019,7
Sandringham,121 Sandringham Rd,5,h,2290000,S,Marshall,9/09/2017,15.2,3191,5,3,2,553,273,1925,Bayside City Council,-37.95185,145.01859,Southern Metropolitan,4497,8
Surrey Hills,57 Guildford Rd,5,h,3625000,S,Marshall,9/09/2017,10.2,3127,5,3,2,1011,327,1910,Boroondara City Council,-37.82191,145.09212,Southern Metropolitan,5457,8
Beaumaris,19 Bolton St,5,h,3778000,S,Buxton,16/09/2017,17.3,3193,5,4,4,1254,465,1980,Bayside City Council,-37.97775,145.02754,Southern Metropolitan,5366,9
Blackburn,2 Furness St,5,h,1900000,VB,Jellis,16/09/2017,13.4,3130,5,3,2,1003,270,1960,Whitehorse City Council,-37.82665,145.1518,Eastern Metropolitan,5713,8
Bundoora,54 Linacre Dr,5,h,1505000,S,Barry,16/09/2017,12.1,3083,5,3,2,659,179,2015,Banyule City Council,-37.68591,145.07825,Northern Metropolitan,10175,8
Camberwell,9 Lofty Av,5,h,2450000,VB,Jellis,16/09/2017,7.7,3124,5,3,2,570,239,1926,Boroondara City Council,-37.84136,145.08149,Southern Metropolitan,8920,8
Doncaster East,5 Ryder Ct,5,h,1330000,S,Parkes,16/09/2017,14.3,3109,5,3,3,751,439,1980,Manningham City Council,-37.76431,145.17778,Eastern Metropolitan,10999,8
Glen Waverley,50 Madigan Dr,5,h,1480000,S,Barry,16/09/2017,16.7,3150,5,2,2,718,237,1980,Monash City Council,-37.8888,145.18692,Eastern Metropolitan,15321,7
Greenvale,24 Posy St,5,h,650000,PI,hockingstuart,16/09/2017,20.4,3059,5,2,2,512,239,2014,Hume City Council,-37.6248,144.87612,Northern Metropolitan,4864,7
Mount Waverley,37 Illuka Cr,5,h,2420000,SP,LLC,16/09/2017,14.2,3149,5,5,2,757,503,1975,Monash City Council,-37.8875,145.14467,Eastern Metropolitan,13366,10
Surrey Hills,10 Pembroke St,5,h,2230000,SA,Woodards,16/09/2017,10.2,3127,5,2,2,754,270,1905,Boroondara City Council,-37.82807,145.10796,Southern Metropolitan,5457,7
Templestowe,36 Newmans Rd,5,h,1930000,S,Jellis,16/09/2017,15.5,3106,5,3,2,807,377,2000,Manningham City Council,-37.75245,145.15283,Eastern Metropolitan,6202,8
Vermont,1 Marina St,5,h,1150000,PI,Jellis,16/09/2017,17.2,3133,5,2,2,599,235,,Maroondah City Council,-37.84158,145.19762,Eastern Metropolitan,4181,7
Caulfield South,37 Saturn St,5,h,2450000,PI,Gary,19/08/2017,8.7,3162,5,4,2,554,312,2017,Glen Eira City Council,-37.89718,145.01657,Southern Metropolitan,5051,9
Clarinda,13 Dyer Ct,5,h,883300,S,Gary,19/08/2017,17.5,3169,5,2,2,402,177,1980,Kingston City Council,-37.94452,145.11108,South-Eastern Metropolitan,2727,7
Coburg,13 Jessie St,5,h,1500000,VB,Nelson,19/08/2017,6.7,3058,5,3,4,900,180,1888,Darebin City Council,-37.75402,144.95991,Northern Metropolitan,11204,8
